t,NHS.region,date,deaths_adj,hosp_adm_adj,known_hosp_beds_adj,icu_bed_adj
65,East of England,2020-03-06,1.08426643303843,0.644596153925706,0.726394185085303,0.952944484960366
65,London,2020-03-06,1.29232568187868,1.84709196450641,4.50393883466631,2.86103564594732
65,Midlands,2020-03-06,1.15356614529391,0.783770790357575,1.22252419296886,1.26318670437949
65,North East and Yorkshire,2020-03-06,1.15805145890617,0.739685265771354,0.808386802505091,0.935635588611651
65,North West,2020-03-06,1.15020735317589,0.692541671376825,0.756690718280628,0.920002623298367
65,South East,2020-03-06,1.05304308052244,0.682518351858144,1.12536016254498,1.03767846884118
65,South West,2020-03-06,1.09508527665081,0.687149708284968,0.672287358409493,0.880694495665822
66,East of England,2020-03-07,1.08426643303843,0.644596153925706,0.726394185085303,0.952944484960366
66,London,2020-03-07,1.29232568187868,1.84709196450641,4.50393883466631,2.86103564594732
66,Midlands,2020-03-07,1.15356614529391,0.783770790357575,1.22252419296886,1.26318670437949
66,North East and Yorkshire,2020-03-07,1.15805145890617,0.71530922690217,0.801637068797597,0.927610860812869
66,North West,2020-03-07,1.15020735317589,0.654667420952904,0.748831759862885,0.920299446440061
66,South East,2020-03-07,1.05304308052244,0.682518351858144,1.12536016254498,1.03767846884118
66,South West,2020-03-07,1.09508527665081,0.687149708284968,0.672287358409493,0.880694495665823
67,East of England,2020-03-08,1.08426643303843,0.582843758134188,0.643052532970467,0.918458256851674
67,London,2020-03-08,1.29232568187868,1.84709196450641,4.50393883466631,2.86103564594732
67,Midlands,2020-03-08,1.09155582672259,0.783770790357575,1.22252419296886,1.26318670437949
67,North East and Yorkshire,2020-03-08,1.15805145890617,0.665480366893586,0.777179690320781,0.914590533130242
67,North West,2020-03-08,1.12021348038807,0.595277903473088,0.715259423886642,0.914553293961557
67,South East,2020-03-08,1.00846502056791,0.682518351858144,1.12536016254498,1.03767846884118
67,South West,2020-03-08,1.09508527665081,0.687149708284968,0.672287358409493,0.880694495665823
68,East of England,2020-03-09,1.02429045260436,0.520168537811838,0.558703241214801,0.878407814455326
68,London,2020-03-09,1.29232568187868,1.5663283422678,3.76003286129949,2.66866354870933
68,Midlands,2020-03-09,1.06826659804206,0.783770790357575,1.22252419296886,1.26318670437949
68,North East and Yorkshire,2020-03-09,1.15805145890617,0.639935933912968,0.743065504421868,0.895738735352637
68,North West,2020-03-09,1.12021348038807,0.567115336710717,0.725993086291411,0.912455949933056
68,South East,2020-03-09,0.986845430006111,0.682518351858144,1.12536016254498,1.03767846884118
68,South West,2020-03-09,1.09508527665081,0.626820024132167,0.596579175582004,0.847289323252622
69,East of England,2020-03-10,1.02429045260436,0.458186157264458,0.476593599112222,0.832662729964268
69,London,2020-03-10,1.23911492071873,1.30429881047897,3.06180103330702,2.45005359318191
69,Midlands,2020-03-10,1.03960088814045,0.674739662029922,1.02470715596717,1.17778629529283
69,North East and Yorkshire,2020-03-10,1.15805145890617,0.597905849528452,0.711711170215695,0.880801976387237
69,North West,2020-03-10,1.12021348038807,0.530758852095522,0.708860446170984,0.901571878035703
69,South East,2020-03-10,0.972181058818517,0.591182701644228,0.940433519009277,0.969948979788203
69,South West,2020-03-10,1.09508527665081,0.565058953016652,0.520632779480465,0.809154254048461
70,East of England,2020-03-11,0.971989589196993,0.426955745395785,0.453840321555575,0.844434616975514
70,London,2020-03-11,1.17514264261739,1.0699945240848,2.43795963081986,2.21004833094156
70,Midlands,2020-03-11,1.0266802039341,0.572464716654887,0.841597320272751,1.08309122143059
70,North East and Yorkshire,2020-03-11,1.15805145890617,0.53791043954522,0.662407875138077,0.86765269189437
70,North West,2020-03-11,1.06268289082918,0.509072495387618,0.692819713098894,0.890690056737158
70,South East,2020-03-11,1.00627753093726,0.506369450966206,0.774099144993083,0.89640573881468
70,South West,2020-03-11,1.05966460892825,0.503550636396384,0.447018002787647,0.766303811215289
71,East of England,2020-03-12,0.971989589196993,0.384049246331118,0.422910098332418,0.850536682826581
71,London,2020-03-12,1.10031742716773,1.10424264736394,2.82972133206072,2.56082623046758
71,Midlands,2020-03-12,1.01567543811704,0.479807343644336,0.678898532548836,0.981144825642714
71,North East and Yorkshire,2020-03-12,1.15805145890617,0.472108063427145,0.605022953431136,0.825803204635436
71,North West,2020-03-12,1.06268289082918,0.4694609773559,0.66829277559249,0.886502124734273
71,South East,2020-03-12,1.00627753093726,0.429988707039936,0.628922290479304,0.818430954811982
71,South West,2020-03-12,1.05966460892825,0.464130242888721,0.436298165460635,0.754167216678697
72,East of England,2020-03-13,0.909815930090944,0.338709019620719,0.38393639632061,0.825929400687883
72,London,2020-03-13,1.13852201536062,1.17687793246155,2.71749972939442,2.70680933361853
72,Midlands,2020-03-13,1.08397842369168,0.471260324069565,0.679024964358911,0.941757653380735
72,North East and Yorkshire,2020-03-13,1.15805145890617,0.465316448084739,0.587953863963291,0.802726377640797
72,North West,2020-03-13,1.00092769479506,0.468230895641543,0.634803835106016,0.884872626339551
72,South East,2020-03-13,0.992880398688552,0.406201406630466,0.568084555888652,0.797797545785181
72,South West,2020-03-13,1.05966460892825,0.432034276547658,0.443862995630743,0.757632060166386
73,East of England,2020-03-14,0.874913306094401,0.31120758354352,0.361820749121041,0.789648487176493
73,London,2020-03-14,1.21868489826021,1.14226733650175,2.72035721263772,2.68867312299414
73,Midlands,2020-03-14,1.09310661213624,0.501020530121371,0.718865126459188,0.955632239842618
73,North East and Yorkshire,2020-03-14,1.15805145890617,0.467619957571679,0.610455104878426,0.78469818500921
73,North West,2020-03-14,0.992890886795063,0.452857486525561,0.624815656952015,0.889417370095469
73,South East,2020-03-14,1.00511128052531,0.379586483506437,0.542548137934066,0.793188456220402
73,South West,2020-03-14,0.977708257668141,0.423968284633483,0.466406008729821,0.756190584921335
74,East of England,2020-03-15,0.861473176611115,0.275505304021319,0.326080577858995,0.74351598185858
74,London,2020-03-15,1.25556819699976,1.15330222854656,2.78112569519105,2.72269373343212
74,Midlands,2020-03-15,1.11025353431739,0.520349989835001,0.756056471949391,0.942571027208379
74,North East and Yorkshire,2020-03-15,1.05679799102115,0.460091190349572,0.627713476520773,0.760876544366892
74,North West,2020-03-15,1.00579912071445,0.451781220859828,0.632149753688968,0.880945586990928
74,South East,2020-03-15,1.03014386534434,0.399242395270584,0.614707779486669,0.827809667143882
74,South West,2020-03-15,0.941328398683668,0.437103730184985,0.510154673242008,0.755391012005867
75,East of England,2020-03-16,0.838882924801355,0.272422483755761,0.338082949038624,0.75576836864458
75,London,2020-03-16,1.23415257380377,1.09234375536894,2.75992606544853,2.76808678870928
75,Midlands,2020-03-16,1.06543027015474,0.537714543410851,0.832037899031773,0.924145044510707
75,North East and Yorkshire,2020-03-16,1.01031897234785,0.422194875085834,0.642926950672004,0.782346169954881
75,North West,2020-03-16,1.01539874563986,0.453200321002756,0.688197499663281,0.943626913896499
75,South East,2020-03-16,1.01321135256875,0.449906362514645,0.674241814431138,0.851071714205521
75,South West,2020-03-16,0.941328398683668,0.409017209365702,0.530413884441842,0.727976457227363
76,East of England,2020-03-17,0.78408041007307,0.269401159290089,0.34612072427293,0.765890763879787
76,London,2020-03-17,1.29515984268797,1.08885722376446,2.71187560671152,2.77245713531589
76,Midlands,2020-03-17,1.1010876682473,0.578360902281172,0.87855389136124,0.908551779744794
76,North East and Yorkshire,2020-03-17,0.957280091425466,0.44293066820916,0.680422242890433,0.790583955492645
76,North West,2020-03-17,0.99316075952985,0.464295749252294,0.731806561065648,0.973242185636718
76,South East,2020-03-17,1.02868799532146,0.500229467267864,0.79520328234532,0.939044502498064
76,South West,2020-03-17,0.864255467871137,0.4310303602956,0.579889091652184,0.767312096999457
77,East of England,2020-03-18,0.784456643879009,0.259245779317392,0.350700533091075,0.745714894071935
77,London,2020-03-18,1.29763413324751,1.04640818341681,2.5995654446681,2.74260461247678
77,Midlands,2020-03-18,1.08104965745214,0.650792070694591,0.931742231482778,0.935349769004653
77,North East and Yorkshire,2020-03-18,0.943789747430128,0.474043458970657,0.711623855239367,0.794815628098467
77,North West,2020-03-18,1.00059415411853,0.4629985310733,0.74861755075201,1.00546887939559
77,South East,2020-03-18,1.01162696937127,0.513054648867229,0.900297363403101,1.03739965394686
77,South West,2020-03-18,0.876840499014451,0.442863411012078,0.631355186677735,0.810220483986988
78,East of England,2020-03-19,0.773221331984376,0.275778909712764,0.367179741040179,0.732764698222235
78,London,2020-03-19,1.29160635569946,1.00589608467679,2.47916458269264,2.6478243435817
78,Midlands,2020-03-19,1.12737014794755,0.631350849611146,0.941432752483703,0.923157161211796
78,North East and Yorkshire,2020-03-19,0.919247549421198,0.487655082832585,0.72716654985143,0.813008018100364
78,North West,2020-03-19,0.977003731752641,0.47572278732096,0.760939188015719,1.00085004592269
78,South East,2020-03-19,1.03699825543917,0.501460107092709,0.940865260708688,1.07393704771091
78,South West,2020-03-19,0.86240895007226,0.452849625692979,0.643688944755404,0.812592060931497
79,East of England,2020-03-20,0.770988415679491,0.293337777397879,0.377288960385518,0.756176792364107
79,London,2020-03-20,1.24812220398393,0.980532126922448,2.36879643472569,2.53447753071292
79,Midlands,2020-03-20,1.11459230090691,0.659569496541334,0.965903844241188,0.903397895074668
79,North East and Yorkshire,2020-03-20,0.916358245980301,0.477372017205865,0.721102117076348,0.812882529252639
79,North West,2020-03-20,1.00391273866288,0.489057630508381,0.74158416392566,0.97563949768605
79,South East,2020-03-20,1.024941728204,0.505346508804336,0.95716195997236,1.09704115507506
79,South West,2020-03-20,0.864379654805447,0.460473006799338,0.642706340793801,0.789142152921613
80,East of England,2020-03-21,0.813304416602833,0.291310065425882,0.387210276116786,0.772753594078719
80,London,2020-03-21,1.26198252424163,1.03889415383466,2.2598206172867,2.42030337300085
80,Midlands,2020-03-21,1.11392081265306,0.678439522474478,0.967391467620275,0.883949285470483
80,North East and Yorkshire,2020-03-21,0.894051545402178,0.527428457044125,0.72610050517839,0.813210177728417
80,North West,2020-03-21,1.01209184496696,0.503057721547054,0.735472965227454,0.94741185163263
80,South East,2020-03-21,1.02093433477113,0.515674734196019,0.966771407675685,1.1073729009107
80,South West,2020-03-21,0.829396983946215,0.47369814812084,0.643100151767907,0.77688780681331
81,East of England,2020-03-22,0.829436210364015,0.355706997786891,0.423212679856737,0.809106546030195
81,London,2020-03-22,1.33222403644018,1.13011090352242,2.12011053421611,2.24286210690401
81,Midlands,2020-03-22,1.11813971961216,0.766233922750264,1.00387239599072,0.859487799479652
81,North East and Yorkshire,2020-03-22,0.909330574733523,0.595779484323764,0.757070578620279,0.818856765457522
81,North West,2020-03-22,0.979003691256731,0.534054683712036,0.722269158722314,0.928909254415355
81,South East,2020-03-22,1.02386427261993,0.515078499152411,0.936663292366548,1.09397602676475
81,South West,2020-03-22,0.812773204993539,0.505033816798802,0.639482845195281,0.760835936582534
82,East of England,2020-03-23,0.893300980857817,0.378236361275906,0.443295344385185,0.819388934925742
82,London,2020-03-23,1.3841862533371,1.21007652975021,2.04646428962084,2.12631327786856
82,Midlands,2020-03-23,1.17434625022257,0.877437135711397,1.00358418165563,0.84093027165374
82,North East and Yorkshire,2020-03-23,0.941419999586662,0.667144705558844,0.79573922182872,0.827909469001983
82,North West,2020-03-23,0.993029889011252,0.616737667962773,0.735587737850479,0.898509400299659
82,South East,2020-03-23,1.04956035133039,0.534707482199017,0.923010495856447,1.11686410471995
82,South West,2020-03-23,0.793760913410169,0.570961981956468,0.65790988344641,0.766597823228073
83,East of England,2020-03-24,0.965495030465788,0.458546340102455,0.471660783631777,0.832598589389421
83,London,2020-03-24,1.38360046532331,1.22626285563069,1.97010556169752,2.01452195300623
83,Midlands,2020-03-24,1.19318529898859,0.923671067221727,0.987186421702977,0.800190060458896
83,North East and Yorkshire,2020-03-24,0.986617476355345,0.765225051155373,0.840777739840264,0.854345149184957
83,North West,2020-03-24,1.04353140558563,0.699155710797988,0.755880165024228,0.871263591959268
83,South East,2020-03-24,1.05426570958197,0.520536018529687,0.885516071392661,1.06718925936166
83,South West,2020-03-24,0.797173834813034,0.609318119527782,0.663840840020492,0.750154343883813
84,East of England,2020-03-25,0.976505210186607,0.492071812123841,0.496247849301439,0.837098255937418
84,London,2020-03-25,1.36169946038815,1.2904864138876,1.9149837019352,1.90553802919476
84,Midlands,2020-03-25,1.26826621981629,0.99482108924797,0.977839754131525,0.762830253972064
84,North East and Yorkshire,2020-03-25,1.04251063153206,0.848494519402166,0.886277429537934,0.888950785633232
84,North West,2020-03-25,1.03632285602648,0.781143616587587,0.793414017986133,0.846862344049222
84,South East,2020-03-25,1.05257921658916,0.580371485533625,0.871000933498286,1.01514742778825
84,South West,2020-03-25,0.809294655541762,0.698925302860622,0.673303421793946,0.71734660872602
85,East of England,2020-03-26,1.0231093946019,0.53924238280183,0.535447388507581,0.837452989291088
85,London,2020-03-26,1.38101557809321,1.32594055838677,1.85310229556359,1.81226007028788
85,Midlands,2020-03-26,1.28848758214875,1.08863210228351,1.02439849050279,0.764673181135224
85,North East and Yorkshire,2020-03-26,1.08990545538987,0.965381758554561,0.944775001089187,0.914074066892166
85,North West,2020-03-26,1.089552736481,0.861032502601642,0.84174687114381,0.85559119611576
85,South East,2020-03-26,1.06625201189154,0.654534389476651,0.883459384121623,0.990268150112756
85,South West,2020-03-26,0.839501058814141,0.744873661872275,0.697318519833758,0.709136127036168
86,East of England,2020-03-27,1.07447922465945,0.640981483391027,0.592335768460042,0.86673659019657
86,London,2020-03-27,1.40000483924142,1.41139611479542,1.82783991897344,1.75040599477324
86,Midlands,2020-03-27,1.30577149422719,1.18196139791345,1.05373486054292,0.772028424603897
86,North East and Yorkshire,2020-03-27,1.23363050469912,1.0843833355716,1.00438843141683,0.968690334188416
86,North West,2020-03-27,1.18411639547461,0.924220483814476,0.905033622036708,0.906009781596411
86,South East,2020-03-27,1.11291081575521,0.756320438068985,0.924441780766929,0.978163491602925
86,South West,2020-03-27,0.871731723653418,0.803592503819712,0.722427623633188,0.70698832343177
87,East of England,2020-03-28,1.15175007359372,0.714387856423537,0.63903254176675,0.892549927433925
87,London,2020-03-28,1.42660418273729,1.50194840338422,1.79467042251795,1.69715902205121
87,Midlands,2020-03-28,1.37449335648519,1.28873316053747,1.09069776707114,0.77646685646237
87,North East and Yorkshire,2020-03-28,1.34443002531492,1.21917299455806,1.06635397373511,1.01136471869335
87,North West,2020-03-28,1.22550445811101,1.12966070116406,0.993874017050716,0.99506010581245
87,South East,2020-03-28,1.14099415409845,0.872000619674461,0.939036242068483,0.944758395555388
87,South West,2020-03-28,0.906681606157223,0.889345093619913,0.753949288696953,0.710729476240444
88,East of England,2020-03-29,1.23293605888233,0.736663013548981,0.666316736481278,0.890957328500162
88,London,2020-03-29,1.42442818144827,1.46918722075814,1.75602495628972,1.65227059664453
88,Midlands,2020-03-29,1.46327003220695,1.44571911030296,1.06507779509652,0.782134943122432
88,North East and Yorkshire,2020-03-29,1.4621065945146,1.30089268595551,1.11249233278019,1.01899509399086
88,North West,2020-03-29,1.38375603399271,1.30642463907406,1.07414545650835,1.04284634406186
88,South East,2020-03-29,1.18208055309318,0.969202277212377,0.97899843831288,0.940016480004773
88,South West,2020-03-29,0.920009687744611,0.947379008375612,0.784785903751244,0.715540714788567
89,East of England,2020-03-30,1.26700283904994,0.802123500273488,0.696378931214628,0.885662380701264
89,London,2020-03-30,1.43245621087667,1.5072285422656,1.68835648408959,1.61152759881274
89,Midlands,2020-03-30,1.53419720333477,1.54099180252072,1.1104823868128,0.786455659124435
89,North East and Yorkshire,2020-03-30,1.55418108083262,1.53656895335545,1.20488216709698,1.04957734390195
89,North West,2020-03-30,1.53742299160707,1.48489692069569,1.1478446141285,1.08005542458118
89,South East,2020-03-30,1.210082705714,1.05480586569296,0.999904052106323,0.910470557697575
89,South West,2020-03-30,0.951145101868253,0.96303806159623,0.811773982749831,0.715974547262281
90,East of England,2020-03-31,1.33174238711504,0.834287290820405,0.724328999379975,0.870233697457129
90,London,2020-03-31,1.44561613180336,1.58438880767447,1.657200772478,1.58425368027797
